id,name,name_en,name_translated,name_local,name_suffix,rating,rating_local,level,parents,latitude,longitude,timezone,state,country,class_slug,class_name,marker,categories,tags,wikipedia_link,official_link,address,address_is_approximated,opening_hours_raw,opening_hours_note,admission,phone,email,description_text,description_provider,description_link,description_translation_provider,area,media_square,media_square_attribution,media_landscape,media_landscape_attribution,media_portrait,media_portrait_attribution
poi:1285,"Old Church","Old Church","Old Church","Oude Kerk","Amsterdam, Netherlands",1.3404411045053,1.1985786094819,poi,"poi:864|poi|De Wallen,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3743752,4.8980675,Europe/Amsterdam,"North Holland",Netherlands,other:building:hall:exhibition,"Exhibition Hall",other,discovering|sightseeing,"360° Content|Amsterdam Holland Pass|I Amsterdam City Card|Place of Worship|Protestant|Exhibition Hall|Wheelchair Accessible|Christian|Church|Art","https://en.wikipedia.org/wiki/Oude_Kerk,_Amsterdam",https://www.oudekerk.nl/,"Oudekerksplein 23, 1012 GX Amsterdam, Netherlands",,"Mo-Sa 10:00-18:00; Su 13:00-17:30; Dec 25, Apr 27 off","Last admission 15 min before closing.","Adults: €15 | Students: €10 | Children (under 13): €2","+31 020 625 8284",info@oudekerk.nl,"One of the oldest buildings in Amsterdam (built in 1306), located in the famous Red Light District. The close proximity of such an imposing religious building and the many bars and brothels surrounding it creates an interesting contrast.  |  | Nowadays, the church hosts not only religious events but cultural ones as well. Many concerts and prestigious ceremonies are organized there every year.  |  | It is not just a church but also a burial site. Many important residents of Amsterdam are buried under the building and you can see their tombstones on the floor of the church. Among those buried, there is, for example, Rembrandt’s wife, or several regents of Amsterdam. |  | You can also climb the church tower (as a part of the guided tour) and enjoy the beautiful view of the city. However, be prepared for the narrow steps because there are no lifts.  |  | You can buy your tickets online if you want to avoid the queues.",,,,3713,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373730.jpg,"{""title"":""Old Church"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373730.jpg,"{""title"":""Old Church"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383633373432.jpg,"{""title"":""Amsterdam oude kerk2"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_oude_kerk2.jpg"",""author"":null,""author_url"":null,""other"":null,""license"":""Public domain"",""license_url"":null}"
poi:34843,"Rembrandt Square","Rembrandt Square","Rembrandt Square",Rembrandtplein,"Centrum, Amsterdam, Netherlands",1.2382850035687,1.107233964052,poi,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3660704,4.8966354,Europe/Amsterdam,"North Holland",Netherlands,other:square,Square,other-square,going_out|sightseeing,"360° Content|Rembrandt|Square",https://en.wikipedia.org/wiki/Rembrandtplein,,"15 Rembrandtplein, Amsterdam 1017CT, Netherlands",1,,,,,,"Conveniently placed close to the centre of Amsterdam, this square is a major nightlife spot. It shares its name with the famous painter, Rembrandt van Rijn, who lived and worked in Amsterdam and had a house nearby the square. And although Rembrandt himself may be gone, a statue of him still stands here as a reminder. |  | Formerly a butter market, today the square offers its visitors a pleasant stop in one of its many cafés during the day and a place to unwind in one of the numerous bars and clubs during the night. |  | If you visit during the weekend, you may find a flea market or a food market here. The square is within walking distance of other popular sights and there is a direct connection by tram to it, too.",,,,13050,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363930.jpg,"{""title"":""Rembrandtplein avec statues évoquant un tableau de Rembrandt"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_-_Rembrandtplein.jpg"",""author"":""Jean-Christophe BENOIST"",""author_url"":""http://commons.wikimedia.org/wiki/User:Jean-Christophe_BENOIST"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363930.jpg,"{""title"":""Rembrandtplein avec statues évoquant un tableau de Rembrandt"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_-_Rembrandtplein.jpg"",""author"":""Jean-Christophe BENOIST"",""author_url"":""http://commons.wikimedia.org/wiki/User:Jean-Christophe_BENOIST"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363930.jpg,"{""title"":""Rembrandtplein avec statues évoquant un tableau de Rembrandt"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_-_Rembrandtplein.jpg"",""author"":""Jean-Christophe BENOIST"",""author_url"":""http://commons.wikimedia.org/wiki/User:Jean-Christophe_BENOIST"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:824,Westerkerk,Westerkerk,Westerkerk,Westerkerk,"Amsterdam, Netherlands",1.177735013763,1.0530921428698,poi,"region:1935143|poi|Grachtengordel,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3745424,4.8839335,Europe/Amsterdam,"North Holland",Netherlands,other:place_of_worship:church,Church,other-place_of_worship-church,shopping|sightseeing,"360° Content|Place of Worship|Renaissance Architecture|Protestant|Christian|Tower|Church|Wheelchair Accessible",https://en.wikipedia.org/wiki/Westerkerk,https://www.westerkerk.nl/,"Prinsengracht 281, | 1016 GW Amsterdam, Netherlands",,"Apr 1-Nov 1 Mo-Fr: 10:00-15:00, Sa 10:00-15:00; Nov 2-Mar 31 Mo-Fr: 10:00-15:00",,,"+31 20 624 7766 ‎",info@westerkerk.nl,"The Western Church is a Renaissance Protestant church in Amsterdam. Its construction started in 1620 and it was finished in 1631. Its tower is the tallest church tower in the city.  |  | It is also the burial place of Rembrandt van Rijn, the famous Dutch Baroque painter and printmaker, but the exact location of his tomb remains unknown. |  | Anne Frank mentions the church and its tower many times in her diary. This comes as no surprise since the house where she lived is located near the Westerkerk. |  | In 1966 there was a royal wedding in the church – Princess Beatrix and Prince Claus von Amsberg got married there. |  | If you plan to visit the church, please bear in mind that services are still being held here and that it is a place of silence. The nearest tram station is Westermarkt (lines 13, 14 and 17).",,,,1827,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832363039393935.jpg,"{""title"":""Orgel in Amsterdam, Westerkerk"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_Westerkerk_Orgel_(7).jpg"",""author"":""Hans-Jörg Gemeinholzer"",""author_url"":null,""other"":null,""license"":""CC BY 3.0"",""license_url"":""http://creativecommons.org/licenses/by/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363333.jpg,"{""title"":""Amsterdam, Westerkerk"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam,_Westerkerk_foto3_2007-10-20_13.45.JPG"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383633313832.jpg,"{""title"":""Amsterdam west kerk2"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_west_kerk2.jpg"",""author"":null,""author_url"":null,""other"":null,""license"":""Public domain"",""license_url"":null}"
poi:34840,"Amsterdam Centraal Railway Station","Amsterdam Centraal Railway Station","Amsterdam Centraal Railway Station","Centraal Station","Amsterdam, Netherlands",1.1655097731667,1.3416297694529,poi,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.378295,4.9005362,Europe/Amsterdam,"North Holland",Netherlands,traveling:station:train,"Train Station",traveling-station-train,sightseeing|traveling,"360° Content|Station|Wi-Fi|Wheelchair Accessible|Public Transport|Train Station",https://en.wikipedia.org/wiki/Amsterdam_Centraal_station,http://www.mijnstation.nl/en/amsterdam-centraal,"Stationsplein, 1012 AB Amsterdam, Netherlands",,,"Tourist office: | Mon - Sat: 9 am - 5 pm | Sun: 9 am - 4 pm |  | Information service on public transport & tickets: | Mon - Fri: 7 am - 9 pm | Sat: 8 am - 9 pm | Sun: 9 am - 9 pm",,"+31 30 235 7822",,"The largest railway station in Amsterdam is one of the gates to the city. It was opened in 1889 and the crowds of onlookers were so curious that they did not mind being charged money for the chance of looking at the building (only during the first days after its opening). Today, the entrance is free of charge but the place is still very busy because it is the focal point of Amsterdam's transport.  |  | All public transport is centred around the Centraal Station, so you can get there (or from there) by various means of transport (trams, buses, metro). Inside, the station is clean and full of little shops where you can get what you need for your journey (snacks, newspapers, books etc.). |  | If you want to avoid the daily to and from rushing crowds of commuters, look at the main building just from the outside. Its most imposing feature for the tourists is definitely the exterior beauty of the building (and not so much its interiors).",,,,10627,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343838303838.jpg,"{""title"":""Foto realizada desde una torre central situada entre las vías y con la llegada de un tren para reflejar su carácter de transporte."",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_Centraal_railways.JPG"",""author"":""Mario Modesto Mata"",""author_url"":""http://commons.wikimedia.org/wiki/User:Mario_modesto"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343838303838.jpg,"{""title"":""Foto realizada desde una torre central situada entre las vías y con la llegada de un tren para reflejar su carácter de transporte."",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_Centraal_railways.JPG"",""author"":""Mario Modesto Mata"",""author_url"":""http://commons.wikimedia.org/wiki/User:Mario_modesto"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343838303838.jpg,"{""title"":""Foto realizada desde una torre central situada entre las vías y con la llegada de un tren para reflejar su carácter de transporte."",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_Centraal_railways.JPG"",""author"":""Mario Modesto Mata"",""author_url"":""http://commons.wikimedia.org/wiki/User:Mario_modesto"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:27999929,Centrum,,,Centrum,"Amsterdam, Netherlands",1.0808427100401,0.91544224548938,neighbourhood,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3737301,4.8956907,Europe/Amsterdam,"North Holland",Netherlands,destination:neighbourhood,Borough,destination-neighbourhood,,District,,,,,,,,,,,,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313032363034303230.jpg,"{""title"":""Stadsdeel centrum amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Stadsdeelcentrumamsterdam.JPG"",""author"":""Iijjccoo"",""author_url"":""http://commons.wikimedia.org/wiki/User:Iijjccoo"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313032363034303230.jpg,"{""title"":""Stadsdeel centrum amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Stadsdeelcentrumamsterdam.JPG"",""author"":""Iijjccoo"",""author_url"":""http://commons.wikimedia.org/wiki/User:Iijjccoo"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313032363034303230.jpg,"{""title"":""Stadsdeel centrum amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Stadsdeelcentrumamsterdam.JPG"",""author"":""Iijjccoo"",""author_url"":""http://commons.wikimedia.org/wiki/User:Iijjccoo"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}"
poi:810,Begijnhof,Begijnhof,Begijnhof,Begijnhof,"Amsterdam, Netherlands",1.04294534153,1.2162667777161,poi,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3694549,4.8900651,Europe/Amsterdam,"North Holland",Netherlands,other:place_of_worship:church,Church,other-place_of_worship-church,sightseeing,"360° Content|Historic Building|Wheelchair Accessible|Church|Free","https://en.wikipedia.org/wiki/Begijnhof,_Amsterdam",http://www.begijnhofamsterdam.nl/,"Nieuwezijds Voorburgwal 373  | 1012 RM Amsterdam, Netherlands",,09:00-17:00,"Chapel: | Mon: 1 pm - 6:30 pm | Tue - Fri: 9 am - 6:30 pm | Sat, Sun: 9 am - 6 pm |  | The Beguinage is in private possession and is not a public ground. It is also a place of silence.","Free entry.","+31 20 622 1918",info@begijnhofamsterdam.nl,"The only inner court in Amsterdam with origins dating back to the Middle Ages. It is estimated that it was built by the end of the 14th century. It used to be a home to the beguines (religious women). Today it is a beautiful place of peace and quiet in the very heart of Amsterdam.  |  | You can find there the tall houses which are so typical for Amsterdam but also the oldest wooden house (one of the two still standing) in Amsterdam. |  | During most of its existence, Begijnhof was surrounded by the canals from all sides with only one entrance. Now, there are several entrances (e.g. from the Spui square).  |  | If you decide to visit the place, bear in mind that it is private property and you should behave quietly and respectfully. |  | You can get here by trams 4, 9, 14 and 24, tram station Spui.",,,,4775,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373335.jpg,"{""title"":""Begijnhof"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373335.jpg,"{""title"":""Begijnhof"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373335.jpg,"{""title"":""Begijnhof"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}"
poi:831,"Waterlooplein Market","Waterlooplein Market","Waterlooplein Market",Waterloopleinmarkt,"Centrum, Amsterdam, Netherlands",1.0372394650372,1.0664496184388,poi,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.368622,4.9011934,Europe/Amsterdam,"North Holland",Netherlands,shopping:centre:district,"Shopping District",shopping-centre,shopping|sightseeing,"Flea Market|Square|Market|Local Products|Shopping Area",https://en.wikipedia.org/wiki/Waterlooplein,http://waterlooplein.amsterdam/,"Waterlooplein 2, Amsterdam, Netherlands",,"Mo-Sa 09:30-18:00",,,,info@waterloopleinmarkt.nl,"This plaza, named after the battle which put a stop to emperor Napoleon's ambitions, wakes up every morning to the sounds of the oldest flea market in the Netherlands. Visitors browsing through the stalls can find anything here: from books to clothes or gems. |  | The market first opened here in 1882. It was mainly operated by Jewish merchants, who were forced to move here from the surrounding streets. Due to this, it used to have a peculiarity: it didn't close on Sunday but on Saturday, which is the day of the Jewish Sabbath. It nearly disappeared after the Nazis overtook the Netherlands. |  | Today, the market is open again and follows the usual opening schedule, closing on Sundays only. You can get here by exiting at the Waterlooplein stop of the metro or the tram. There is also a parking garage nearby.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363633.jpg,"{""title"":""Fleamarket, Waterlooplein, Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:Flohmarkt_Waterlooplein08.jpg"",""author"":""Hajotthu"",""author_url"":""http://commons.wikimedia.org/wiki/User:Hajotthu"",""other"":null,""license"":""CC BY 3.0"",""license_url"":""http://creativecommons.org/licenses/by/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363631.jpg,"{""title"":""Fleamarket, Waterlooplein, Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:Flohmarkt_Waterlooplein07.jpg"",""author"":""Hajotthu"",""author_url"":""http://commons.wikimedia.org/wiki/User:Hajotthu"",""other"":null,""license"":""CC BY 3.0"",""license_url"":""http://creativecommons.org/licenses/by/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363630.jpg,"{""title"":""Fleamarket, Waterlooplein, Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:Flohmarkt_Waterlooplein05.jpg"",""author"":""Hajotthu"",""author_url"":""http://commons.wikimedia.org/wiki/User:Hajotthu"",""other"":null,""license"":""CC BY 3.0"",""license_url"":""http://creativecommons.org/licenses/by/3.0""}"
poi:812,"Heineken Experience","Heineken Experience","Heineken Experience","Heineken Experience","de Pijp, Amsterdam, Netherlands",1.0327647366531,1.0721897981861,poi,"poi:28051870|neighbourhood|Zuid,region:2019749|neighbourhood|de Pijp,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3578404,4.8917839,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:brewery,Brewery,sightseeing-brewery,discovering,"Amsterdam Holland Pass|Beer Museum|Brewery|Wheelchair Accessible|Museum|I Amsterdam City Card",https://en.wikipedia.org/wiki/Heineken_Experience,https://heineken.com/Heineken-Experience,"Stadhouderskade 78 | 1072 AE Amsterdam, Netherlands",,"Mo-Th 10:30-19:30; Fr-Su 10:30-21:00","Dec 24, 31: open until 4 pm |  | During July and August, weekend times apply.","Adults: €21 | Children (12-17): €17.50 | Children (under 11): free |  | When booking online you get a €3 discount.","+31 20 523 9222",info@heinekenexperience.com,"This is a must-see for all beer lovers. Come here to find out more about the production of liquid bread and get a complimentary drink or two at the bar. Although the brewery is not active anymore, it still provides detailed tours on how beer is made, which ingredients go in it and how to drink it properly.  |  | The staff is well-educated and gives you all the information you need or want, considering this famous brand. You will get to see machines previously used to brew this beer, photos and a well-preserved interior. |  | You can get here by trams 16, 24 and 25, station Stadhouderskade, or by 7 and 10, station Weteringcircuit.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383732313536.jpg,"{""title"":""Former Heineken brewery in the centre of Amsterdam (Stadhouderskade 78), the Netherlands.."",""title_url"":""http://commons.wikimedia.org/wiki/File:HeinekenBrouwerij.jpg"",""author"":""Mtcv"",""author_url"":""http://commons.wikimedia.org/wiki/User:Mtcv"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932353035.jpg,"{""title"":""This is a photograph I took at the Heineneken Experience in Amsterdam.  Author en:andybryant."",""title_url"":""http://commons.wikimedia.org/wiki/File:Heineken_experience_amsterdam.jpg"",""author"":""Andybryant"",""author_url"":""http://commons.wikimedia.org/wiki/User:Andybryant"",""other"":null,""license"":""Public domain"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383232323539373933.jpg,"{""title"":""Heineken Experience"",""title_url"":null,""author"":""Patricia Ribeiro"",""author_url"":null,""other"":null,""license"":""CC-BY-SA"",""license_url"":""http://creativecommons.org/licenses/by/4.0/""}"
poi:854,"Amsterdam Museum","Amsterdam Museum","Amsterdam Museum","Amsterdam Museum","Amsterdam, Netherlands",1.0105218867958,0.90357563182439,poi,"poi:6050649|poi|,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3704311,4.8904287,Europe/Amsterdam,"North Holland",Netherlands,discovering:museum,Museum,discovering-museum,discovering,"History Museum|Amsterdam Holland Pass|Wheelchair Accessible|Historical|Museum|I Amsterdam City Card",https://en.wikipedia.org/wiki/Amsterdam_Museum,https://www.amsterdammuseum.nl/,"Kalverstraat 92 or Sint Luciënsteeg 27,  | 1012 RM Amsterdam, The Netherlands",,"Mo-Su 10:00-17:00","Special opening times: | Jan 1: noon - 5 pm | Dec 5, 24 and 31: 10 am - 4 pm | Closed on Apr 27 and Dec 25.","Adults: €15 | Children (0-17): free","+31 20 523 1822",info@amsterdammuseum.nl,"Established in 1926 and relocated to its current location in 1975 – a 16th-century house that used to serve as a city orphanage. The artefacts of the original orphanage equipment are included in the museum exhibitions.  |  | The museum introduces its visitors to the history of Amsterdam from its creation to the present day. It explains to the visitors how the city was built on a marsh and how it developed into what it is today. The multimedia exhibitions include lots of engaging of the visitors so it is a good place for families with children. |  | There are new exhibitions added every now and then so be sure to check the official website before your visit so you would not miss anything. You can also buy your tickets online in advance through the official website. |  | You can get here from the Centraal Station, or if you don't want to walk that far, you can also choose to come here by trams 1, 2, 4, 5, 9, 14 and 16, the nearest stop is Spui.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3833353838313831.jpg,"{""title"":""Amsterdam Museum"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam_Museum_-_Stierch_B.jpg"",""author"":""SarahStierch"",""author_url"":""http://commons.wikimedia.org/wiki/User:SarahStierch"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383334363033373035.jpg,"{""title"":""De voormalige Meisjesbinnenplaats van het Burgerweeshuis, thans Amsterdams Historisch Museum. Het originele bestand staat hier en wordt hier gebruikt."",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam_Binnenplaats_meisjes.jpg"",""author"":""Eriksw"",""author_url"":""https://nl.wikipedia.org/wiki/User:Eriksw"",""other"":null,""license"":""Attribution"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383334363033373034.jpg,"{""title"":""Amsterdam Historical Museum, Amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam_Historical_Museum.JPG"",""author"":""(WT-shared) Shoestring at  wts wikivoyage"",""author_url"":null,""other"":null,""license"":""Public domain"",""license_url"":null}"
poi:37631954,"Toon Ylandplantsoen",,,"Toon Ylandplantsoen","Amsterdam, Netherlands",1,1.1092317115935,region,"region:1999073|island|Realeneiland,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3878408,4.8863282,Europe/Amsterdam,"North Holland",Netherlands,destination:region,Forest,destination-region,relaxing,Park|Forest,,,,,,,,,,,,,,1291,,,,,,
region:1940812,"De Kluut (1)",,,"De Kluut (1)","Nieuw-West, Amsterdam, Netherlands",1,5,region,"poi:28046848|neighbourhood|Nieuw-West,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3862405,4.7645429,Europe/Amsterdam,"North Holland",Netherlands,destination:region,,destination-region,,,,,,,,,,,,,,,,113153,,,,,,
poi:18366513,Botteskerkpark,,,Botteskerkpark,"Nieuw-West, Amsterdam, Netherlands",1,5,region,"poi:28046848|neighbourhood|Nieuw-West,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3597079,4.7945715,Europe/Amsterdam,"North Holland",Netherlands,destination:region,Forest,destination-region,relaxing,Park|Forest,,,,,,,,,,,,,,29447,,,,,,
region:1940858,"Kluut (2)",,,"Kluut (2)","Nieuw-West, Amsterdam, Netherlands",1,5,region,"poi:28046848|neighbourhood|Nieuw-West,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3815082,4.7647994,Europe/Amsterdam,"North Holland",Netherlands,destination:region,,destination-region,,,,,,,,,,,,,,,,150726,,,,,,
poi:28427236,Jaagpadbos,,,Jaagpadbos,"Nieuw-West, Amsterdam, Netherlands",1,5,region,"poi:28046848|neighbourhood|Nieuw-West,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3349255,4.8410559,Europe/Amsterdam,"North Holland",Netherlands,destination:region,Forest,destination-region,,Forest,,,,,,,,,,,,,,33698,,,,,,
poi:55309,"The Smallest House In Amsterdam","The Smallest House In Amsterdam","The Smallest House In Amsterdam","Kleinste huis van Amsterdam","Amsterdam, Netherlands",0.91322375481751,0.81657482340412,poi,"city:16|city|Amsterdam,region:489|state|North Holland,region:21541|region|Nederland,country:16|country|Netherlands,continent:1|continent|Europe",52.3712227,4.8976547,,"North Holland",Netherlands,sightseeing:building,Building,sightseeing,sightseeing,"360° Content|Skinny House|Building",https://en.wikipedia.org/wiki/Smallest_house_in_Amsterdam,http://www.thesmallesthouseinamsterdam.com/index_en.html,"Oude Hoogstraat 22, | Amsterdam, Netherlands",,"Tu-Sa 11:30-18:00","On Monday and Sunday is the Smallest House in Amsterdam open by appointment.",,"+31 20 752 7585",info@hetkleinstehuis.nl,"Having the surface of only 9 square metres, this house can easily be overlooked. Despite this, it's one of the most photographed buildings in The Netherlands. If you come inside, you will be greeted by the amazing smell of various types of tea. Come here and have a cup or two while enjoying the inside, which resembles a real-life doll house.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832373539373039.jpg,"{""title"":""Een huisje van 2,02 meter breed en 5 meter. Gebouwd in 1738."",""title_url"":""http://commons.wikimedia.org/wiki/File:Het_kleinste_huis_van_Amsterdam.jpg"",""author"":""Smallest House of Amsterdam"",""author_url"":""http://commons.wikimedia.org/wiki/User:Smallesthouse"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383432343035373831.jpg,"{""title"":""The Smallest House In Amsterdam"",""title_url"":null,""author"":""Sygic Traveler"",""author_url"":""https://travel.sygic.com"",""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832373539373039.jpg,"{""title"":""Een huisje van 2,02 meter breed en 5 meter. Gebouwd in 1738."",""title_url"":""http://commons.wikimedia.org/wiki/File:Het_kleinste_huis_van_Amsterdam.jpg"",""author"":""Smallest House of Amsterdam"",""author_url"":""http://commons.wikimedia.org/wiki/User:Smallesthouse"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}"
